 0,0
0.01111111,0
0.02222222,0
0.03333334,0
0.04444445,0
0.05555556,0
0.06666667,0
0.07777778,0
0.08888889,0
0.1,0
0.1111111,0
0.1222222,0
0.1333333,0
0.1444445,0
0.1555556,0
0.1666667,0
0.1777778,0
0.1888889,0
0.2,0
0.2111111,0
0.2222222,0
0.2333333,0
0.2444444,0
0.2555556,0
0.2666667,0
0.2777778,0
0.2888889,0
0.3,0
0.3111111,0
0.3222222,0
0.3333333,0
0.3444445,0
0.3555556,0
0.3666667,0
0.3777778,0
0.3888889,0
0.4,0
0.4111111,0
0.4222222,0
0.4333333,0
0.4444444,0
0.4555556,0
0.4666667,0
0.4777778,0
0.4888889,0
0.5,0
0.5111111,0
0.5222222,0
0.5333334,0
0.5444444,0
0.5555556,0
0.5666667,0
0.5777778,0
0.5888889,0
0.6,0
0.6111111,0
0.6222222,0
0.6333333,0
0.6444445,0
0.6555555,0
0.6666667,0
0.6777778,0
0.6888889,0
0.7,0
0.7111111,0
0.7222223,0
0.7333333,0
0.7444445,0
0.7555556,0
0.7666667,0
0.7777778,0
0.7888889,0
0.8,0
0.8111112,0
0.8222222,0
0.8333334,0
0.8444445,0
0.8555556,0
0.8666667,0
0.8777778,0
0.8888889,0
0.9,0
0.9111111,0
0.9222223,0
0.9333333,0
0.9444445,0
0.9555556,0
0.9666667,0
0.9777778,0
0.9888889,0
1,0
1.011111,0
1.022222,0
1.033333,0
1.044444,0
1.055556,0
1.066667,0
1.077778,0
1.088889,0
1.1,0
1.111111,0
1.122222,0
1.133333,0
1.144444,0
1.155556,0
1.166667,0
1.177778,0
1.188889,0
1.2,0
1.211111,0
1.222222,0
1.233333,0
1.244444,0
1.255556,0
1.266667,0
1.277778,0
1.288889,0
1.3,0
1.311111,0
1.322222,0
1.333333,0
1.344445,0
1.355556,0
1.366667,0
1.377778,0
1.388889,0
1.4,0
1.411111,0
1.422222,0
1.433333,0
1.444445,0
1.455556,0
1.466667,0
1.477778,0
1.488889,0
1.5,0
1.511111,0
1.522222,0
1.533333,0
1.544444,0
1.555556,0
1.566667,0
1.577778,0
1.588889,0
1.6,0
1.611111,0
1.622222,0
1.633333,0
1.644444,0
1.655556,0
1.666667,0
1.677778,0
1.688889,0
1.7,0
1.711111,0
1.722222,0
1.733333,0
1.744444,0
1.755556,0
1.766667,0
1.777778,0
1.788889,0
1.8,0
1.811111,0
1.822222,0
1.833333,0
1.844445,0
1.855556,0
1.866667,0
1.877778,0
1.888889,0
1.9,0
1.911111,0
1.922222,0
1.933333,0
1.944445,0
1.955556,0
1.966667,0
1.977778,0
1.988889,0
2,0
2.011111,0
2.022222,0
2.033333,0
2.044445,0
2.055556,0
2.066667,0
2.077778,0
2.088889,0
2.1,0
2.111111,0
2.122222,0
2.133333,0
2.144444,0
2.155556,0
2.166667,0
2.177778,0
2.188889,0
2.2,0
2.211111,0
2.222222,0
2.233333,0
2.244445,0
2.255556,0
2.266667,0
2.277778,0
2.288889,0
2.3,0
2.311111,0
2.322222,0
2.333333,0
2.344445,0
2.355556,0
2.366667,0
2.377778,0
2.388889,0
2.4,0
2.411111,0
2.422222,0
2.433333,0
2.444444,0
2.455556,0
2.466667,0
2.477778,0
2.488889,0
2.5,0
2.511111,0
2.522222,0
2.533333,0
2.544445,0
2.555556,0
2.566667,0
2.577778,0
2.588889,0
2.6,0
2.611111,0
2.622222,0
2.633333,0
2.644444,0
2.655556,0
2.666667,0
2.677778,0
2.688889,0
2.7,0
2.711111,0
2.722222,0
2.733333,0
2.744445,0
2.755556,0
2.766667,0
2.777778,0
2.788889,0
2.8,0
2.811111,0
2.822222,0
2.833333,0
2.844445,0
2.855556,0
2.866667,0
2.877778,0
2.888889,0
2.9,0
2.911111,0
2.922222,0
2.933333,0
2.944444,0
2.955556,0
2.966667,0
2.977778,0
2.988889,0
3,0
3.011111,0
3.022222,0
3.033333,0
3.044445,0
3.055556,0
3.066667,0
3.077778,0
3.088889,0
3.1,0
3.111111,0
3.122222,0
3.133333,0
3.144444,0
3.155556,0
3.166667,0
3.177778,0
3.188889,0
3.2,0
3.211111,0
3.222222,0
3.233333,0
3.244445,0
3.255556,0
3.266667,0
3.277778,0
3.288889,0
3.3,0
3.311111,0
3.322222,0
3.333333,0
3.344445,0
3.355556,0
3.366667,0
3.377778,0
3.388889,0
3.4,0
3.411111,0
3.422222,0
3.433333,0
3.444444,0
3.455556,0
3.466667,0
3.477778,0
3.488889,0
3.5,0
3.511111,0
3.522222,0
3.533333,0
3.544445,0
3.555556,0
3.566667,0
3.577778,0
3.588889,0
3.6,0
3.611111,0
3.622222,0
3.633333,0
3.644444,0
3.655556,0
3.666667,0
3.677778,0
3.688889,0
3.7,0
3.711111,0
3.722222,0
3.733333,0
3.744445,0
3.755556,0
3.766667,0
3.777778,0
3.788889,0
3.8,0
3.811111,0
3.822222,0
3.833333,0
3.844445,0
3.855556,0
3.866667,0
3.877778,0
3.888889,0
3.9,0
3.911111,0
3.922222,0
3.933333,0
3.944445,0
3.955556,0
3.966667,0
3.977778,0
3.988889,0
4,0
4.011111,0
4.022223,0
4.033333,0
4.044445,0
4.055556,0
4.066667,0
4.077778,0
4.088889,0
4.1,0
4.111111,0
4.122222,0
4.133333,0
4.144444,0
4.155556,0
4.166667,0
4.177778,0
4.188889,0
4.2,0
4.211111,0
4.222222,0
4.233334,0
4.244444,0
4.255556,0
4.266667,0
4.277778,0
4.288889,0
4.3,0
4.311111,0
4.322222,0
4.333333,0
4.344445,0
4.355556,0
4.366667,0
4.377778,0
4.388889,0
4.4,0
4.411111,0
4.422222,0
4.433333,0
4.444445,0
4.455555,0
4.466667,0
4.477778,0
4.488889,0
4.5,0
4.511111,0
4.522223,0
4.533333,0
4.544445,0
4.555556,0
4.566667,0
4.577778,0
4.588889,0
4.6,0
4.611111,0
4.622222,0
4.633334,0
4.644444,0
4.655556,0
4.666667,0
4.677778,0
4.688889,0
4.7,0
4.711111,0
4.722222,0
4.733334,0
4.744444,0
4.755556,0
4.766667,0
4.777778,0
4.788889,0
4.8,0
4.811111,0
4.822222,0
4.833333,0
4.844445,0
4.855556,0
4.866667,0
4.877778,0
4.888889,0
4.9,0
4.911111,0
4.922222,0
4.933333,0
4.944445,0
4.955555,0
4.966667,0
4.977778,0
4.988889,0
5,0
5.011111,0
5.022223,0
5.033333,0
5.044445,0
5.055556,0
5.066667,0
5.077778,0
5.088889,0
5.1,0
5.111111,0
5.122222,0
5.133334,0
5.144444,0
5.155556,0
5.166667,0
5.177778,0
5.188889,0
5.2,0
5.211111,0
5.222222,0
5.233334,0
5.244444,0
5.255556,0
5.266667,0
5.277778,0
5.288889,0
5.3,0
5.311111,0
5.322222,0
5.333333,0
5.344445,0
5.355556,0
5.366667,0
5.377778,0
5.388889,0
5.4,0
5.411111,0
5.422222,0
5.433333,0
5.444445,0
5.455556,0
5.466667,0
5.477778,0
5.488889,0
5.5,0
5.511111,0
5.522223,0
5.533333,0
5.544445,0
5.555556,0
5.566667,0
5.577778,0
5.588889,0
5.6,0
5.611111,0
5.622222,0
5.633334,0
5.644444,0
5.655556,0
5.666667,0
5.677778,0
5.688889,0
5.7,0
5.711111,0
5.722222,0
5.733334,0
5.744444,0
5.755556,0
5.766667,0
5.777778,0
5.788889,0
5.8,0
5.811111,0
5.822222,0
5.833333,0
5.844445,0
5.855556,0
5.866667,0
5.877778,0
5.888889,0
5.9,0
5.911111,0
5.922222,0
5.933333,0
5.944445,0
5.955556,0
